libgcc1:i386	1:5.3.1-8
libgcrypt20:i386	1.6.5-2
libgdbm3:i386	1.8.3-13.1
libgdk-pixbuf2.0-0:i386	2.32.3-1.2
libgdk-pixbuf2.0-common	2.32.3-1.2
libgeoip1:i386	1.6.9-1
libgif7:i386	5.1.2-0.2
libgl1-mesa-glx:i386	11.1.2-1
libglapi-mesa:i386	11.1.2-1
libglib2.0-0:i386	2.46.2-3
libglibmm-2.4-1v5:i386	2.46.3-1
libgmp10:i386	2:6.1.0+dfsg-2
libgnutls-openssl27:i386	3.4.9-2
libgnutls30:i386	3.4.9-2
libgpg-error0:i386	1.21-2
libgpm2:i386	1.20.4-6.1+b2
libgraphite2-3:i386	1.3.5-1
libgssapi-krb5-2:i386	1.13.2+dfsg-4
libgstreamer-plugins-base1.0-0:i386	1.6.3-1
libgstreamer1.0-0:i386	1.6.3-1
libgtk-3-0:i386	3.18.7-1
libgtk-3-bin	3.18.7-1
libgtk-3-common	3.18.7-1
libgtk2.0-0:i386	2.24.29-1
libgtk2.0-common	2.24.29-1
libgtkmm-2.4-1v5:i386	1:2.24.4-2+b1
libharfbuzz-icu0:i386	1.0.1-1+b1
libharfbuzz0b:i386	1.0.1-1+b1
libhogweed4:i386	3.2-1
libhunspell-1.3-0:i386	1.3.3-3+b2
libhyphen0	2.8.8-2
libice6:i386	2:1.0.9-1+b1
libicu55:i386	55.1-7
libid3tag0	0.15.1b-11
libidn11:i386	1.32-3
libimlib2:i386	1.4.7-1+b1
libisc-export95	1:9.9.5.dfsg-12.1
libisc95	1:9.9.5.dfsg-12.1
libisccc90	1:9.9.5.dfsg-12.1
libisccfg90	1:9.9.5.dfsg-12.1
libisl15:i386	0.16.1-1
libjavascriptcoregtk-4.0-18:i386	2.10.6-1
libjbig0:i386	2.1-3.1
libjpeg62-turbo:i386	1:1.4.2-2
libjson-glib-1.0-0:i386	1.0.4-2
libjson-glib-1.0-common	1.0.4-2
libk5crypto3:i386	1.13.2+dfsg-4
libkeyutils1:i386	1.5.9-8
libklibc	2.0.4-8
libkmod2:i386	22-1
libkrb5-3:i386	1.13.2+dfsg-4
libkrb5support0:i386	1.13.2+dfsg-4
liblcms2-2:i386	2.6-3+b3
libldap-2.4-2:i386	2.4.42+dfsg-2+b2
libllvm3.7:i386	1:3.7.1-1+b1
liblocale-gettext-perl	1.07-1+b1
liblvm2app2.2:i386	2.02.141-2
liblvm2cmd2.02:i386	2.02.141-2
liblwres90	1:9.9.5.dfsg-12.1
liblz4-1:i386	0.0~r131-1
liblzma5:i386	5.1.1alpha+20120614-2.1
liblzo2-2:i386	2.08-1.2
libmagic1:i386	1:5.25-2
libmenu-cache-bin	1.0.1-1
libmenu-cache3:i386	1.0.1-1
libmount1:i386	2.27.1-3
libmozjs185-1.0	1.8.5-1.0.0+dfsg-4.5
libmpc3:i386	1.0.3-1
libmpfr4:i386	3.1.3-2
libmtdev1:i386	1.1.5-1
libncurses5:i386	6.0+20151024-2
libncursesw5:i386	6.0+20151024-2
libnetpbm10	2:10.0-15.3
libnettle6:i386	3.2-1
libnewt0.52:i386	0.52.18-2
libnghttp2-14:i386	1.7.1-1
libnl-3-200:i386	3.2.27-1
libnl-genl-3-200:i386	3.2.27-1
libnotify4:i386	0.7.6-2
libnspr4:i386	2:4.11-1
liborc-0.4-0:i386	1:0.4.24-1
libp11-kit0:i386	0.23.2-3
libpam-modules:i386	1.1.8-3.2
libpam-modules-bin	1.1.8-3.2
libpam-runtime	1.1.8-3.2
libpam-systemd:i386	229-1
libpam0g:i386	1.1.8-3.2
libpango-1.0-0:i386	1.38.1-1
libpangocairo-1.0-0:i386	1.38.1-1
libpangoft2-1.0-0:i386	1.38.1-1
libpangomm-1.4-1v5:i386	2.38.1-1
libparted-fs-resize0:i386	3.2-15
libparted2:i386	3.2-15
libpcap0.8:i386	1.7.4-2
libpci3:i386	1:3.3.1-1.1
libpciaccess0:i386	0.13.4-1
libpcre3:i386	2:8.38-1
libpipeline1:i386	1.4.1-2
libpixman-1-0:i386	0.33.6-1
libpng12-0:i386	1.2.54-3
libpolkit-agent-1-0:i386	0.105-14.1
libpolkit-backend-1-0:i386	0.105-14.1
libpolkit-gobject-1-0:i386	0.105-14.1
libpopt0:i386	1.16-10
libprocps5:i386	2:3.3.11-3
libproxy1v5:i386	0.4.11-5
libpsl0:i386	0.11.0-2
libreadline5:i386	5.2+dfsg-3+b1
libreadline6:i386	6.3-8+b4
librest-0.7-0:i386	0.7.93-1
librsvg2-2:i386	2.40.13-3
librsvg2-common:i386	2.40.13-3
librtmp1:i386	2.4+20151223.gitfa8646d-1+b1
libsasl2-2:i386	2.1.26.dfsg1-14+b1
libsasl2-modules-db:i386	2.1.26.dfsg1-14+b1
libseccomp2:i386	2.2.3-3
libsecret-1-0:i386	0.18.4-1
libsecret-common	0.18.4-1
libselinux1:i386	2.4-3
libsemanage-common	2.4-3
libsemanage1:i386	2.4-3
libsepol1:i386	2.4-2
libsigc++-2.0-0v5:i386	2.6.2-1
libslang2:i386	2.3.0-2+b1
libsm6:i386	2:1.2.2-1+b1
libsmartcols1:i386	2.27.1-3
libsoup-gnome2.4-1:i386	2.52.2-1
libsoup2.4-1:i386	2.52.2-1
libsqlite3-0:i386	3.10.2-1
libss2:i386	1.42.13-1
libssh2-1:i386	1.5.0-2+b1
libssl1.0.2:i386	1.0.2f-2
libstdc++6:i386	5.3.1-8
libsystemd0:i386	229-1
libtalloc2:i386	2.1.5-1
libtasn1-6:i386	4.7-3
libtext-charwidth-perl	0.04-7+b4
libtext-iconv-perl	1.7-5+b3
libtext-wrapi18n-perl	0.06-7.1
libthai-data	0.1.24-2
libthai0:i386	0.1.24-2
libtiff5:i386	4.0.6-1
libtinfo5:i386	6.0+20151024-2
libudev1:i386	229-1
libusb-0.1-4:i386	2:0.1.12-28
libustr-1.0-1:i386	1.0.4-5
libuuid1:i386	2.27.1-3
libvte-common	1:0.28.2-5
libvte9	1:0.28.2-5+b1
libwayland-client0:i386	1.9.0-1
libwayland-cursor0:i386	1.9.0-1
libwayland-egl1-mesa:i386	11.1.2-1
libwayland-server0:i386	1.9.0-1
libwbclient0:i386	2:4.3.3+dfsg-1+b1
libwebkit2gtk-4.0-37:i386	2.10.6-1
libwebp5:i386	0.4.4-1+b1
libwrap0:i386	7.6.q-25
libx11-6:i386	2:1.6.3-1
libx11-data	2:1.6.3-1
libx11-xcb1:i386	2:1.6.3-1
libx86-1:i386	1.1+ds1-10
libxatracker2:i386	11.1.2-1
libxau6:i386	1:1.0.8-1
libxaw7:i386	2:1.0.13-1
libxcb-dri2-0:i386	1.11.1-1
libxcb-dri3-0:i386	1.11.1-1
libxcb-glx0:i386	1.11.1-1
libxcb-present0:i386	1.11.1-1
libxcb-randr0:i386	1.11.1-1
libxcb-render0:i386	1.11.1-1
libxcb-shape0:i386	1.11.1-1
libxcb-shm0:i386	1.11.1-1
libxcb-sync1:i386	1.11.1-1
libxcb-util0:i386	0.3.8-3
libxcb-xfixes0:i386	1.11.1-1
libxcb1:i386	1.11.1-1
libxcomposite1:i386	1:0.4.4-1
libxcursor1:i386	1:1.1.14-1+b1
libxdamage1:i386	1:1.1.4-2+b1
libxdmcp6:i386	1:1.1.2-1.1
libxext6:i386	2:1.3.3-1
libxfixes3:i386	1:5.0.1-2+b2
libxfont1:i386	1:1.5.1-1
libxft2:i386	2.3.2-1
libxi6:i386	2:1.7.6-1
libxinerama1:i386	2:1.1.3-1+b1
libxkbcommon0:i386	0.5.0-1
libxkbfile1:i386	1:1.0.9-2
libxml2:i386	2.9.3+dfsg1-1
libxmu6:i386	2:1.1.2-2
libxmuu1:i386	2:1.1.2-2
libxpm4:i386	1:3.5.11-1+b1
libxrandr2:i386	2:1.5.0-1
libxrender1:i386	1:0.9.9-2
libxshmfence1:i386	1.2-1
libxslt1.1:i386	1.1.28-2.1
libxss1:i386	1:1.2.2-1
libxt6:i386	1:1.1.5-1
libxtst6:i386	2:1.2.2-1+b1
libxv1:i386	2:1.0.10-1+b1
libxvmc1:i386	2:1.0.9-1
libxxf86dga1:i386	2:1.1.4-1+b1
libxxf86vm1:i386	1:1.1.4-1
linux-base	4.0
linux-image-4.3.0-1-686-pae	4.3.5-1
live-boot	4.0.2-1.drbl6
live-boot-initramfs-tools	4.0.2-1.drbl6
live-config	4.0.4-1.drbl6
live-config-systemd	4.0.4-1.drbl6
live-tools	1:20151214
localepurge	0.7.3.4
locales	2.21-8
login	1:4.2-3.1
lsb-base	9.20160110
lshw	02.17-1.1+b1
lsof	4.89+dfsg-0.1
lsscsi	0.27-3
lvm2	2.02.141-2
lxmenu-data	0.1.4-1
lxrandr	0.3.0-1
lxterminal	0.2.0-1
man-db	2.7.5-1
mawk	1.3.3-17
mbr	1.1.11-5+b1
mc	3:4.8.15-2
mc-data	3:4.8.15-2
mdadm	3.3.4-1.1+b1
mdetect	0.5.2.4
menu	2.1.47
mount	2.27.1-3
mtools	4.0.18-2
multiarch-support	2.21-8
nano	2.5.2-1
ncurses-base	6.0+20151024-2
ncurses-bin	6.0+20151024-2
ncurses-term	6.0+20151024-2
net-tools	1.60+git20150829.73cef8a-2
netbase	5.3
netpbm	2:10.0-15.3
netsurf-common	3.2+dfsg-2.2
netsurf-gtk	3.2+dfsg-2.2+b1
nilfs-tools	2.2.3-2
ntfs-3g	1:2015.3.14AR.1-1+b1
open-iscsi	2.0.873+git0.3b4b4500-13
openssh-client	1:7.1p2-2
openssh-server	1:7.1p2-2
openssh-sftp-server	1:7.1p2-2
partclone	0.2.87-drbl2
parted	3.2-15
partimage	0.6.8-3+b1
passwd	1:4.2-3.1
pciutils	1:3.3.1-1.1
pcmanfm	1.2.3-1.1
perl-base	5.22.1-7
policykit-1	0.105-14.1
ppp	2.4.7-1+2
pppoeconf	1.21
procps	2:3.3.11-3
psmisc	22.21-2.1
readline-common	6.3-8
reiser4progs	1.1.0-1.1
reiserfsprogs	1:3.6.24-3.1
rsync	3.1.1-3
samba-common	2:4.3.3+dfsg-1
screen	4.3.1-2
sdparm	1.08-1
sed	4.2.2-7
sensible-utils	0.0.9
shared-mime-info	1.5-2
smartmontools	6.4+svn4214-1
ssh	1:7.1p2-2
startpar	0.59-3
sudo	1.8.15-1.1
syslinux	3:6.03+dfsg-11
syslinux-common	3:6.03+dfsg-11
syslinux-efi	3:6.03+dfsg-11
syslinux-utils	3:6.03+dfsg-11
systemd	229-1
systemd-sysv	229-1
sysv-rc	2.88dsf-59.3
sysvinit-utils	2.88dsf-59.3
tar	1.28-2.1
tcplay	1.1-2
telnet	0.17-40+b1
testdisk	7.0-1
traceroute	1:2.0.21-1
tree	1.7.0-3
tzdata	2016a-1
ucf	3.0035
udev	229-1
unzip	6.0-20
user-setup	1.64
util-linux	2.27.1-3
v86d	0.1.10-1
vim-common	2:7.4.963-1+b1
vim-tiny	2:7.4.963-1+b1
w3m	0.5.3-26
wget	1.17.1-1+b1
whiptail	0.52.18-2
x11-apps	7.7+5+nmu1
x11-common	1:7.7+13
x11-session-utils	7.7+2
x11-utils	7.7+3
x11-xkb-utils	7.7+2
x11-xserver-utils	7.7+5
xauth	1:1.0.9-1
xbase-clients	1:7.7+13
xfonts-base	1:1.0.4+nmu1
xfonts-encodings	1:1.0.4-2
xfonts-utils	1:7.7+3
xfsdump	3.1.6+nmu1
xfsprogs	4.3.0+nmu1
xinit	1.3.4-3
xkb-data	2.16-1
xserver-common	2:1.18.1-1
xserver-xorg	1:7.7+13
xserver-xorg-core	2:1.18.1-1
xserver-xorg-input-all	1:7.7+13
xserver-xorg-input-evdev	1:2.10.1-1
xserver-xorg-input-mouse	1:1.9.1-1+b1
xserver-xorg-input-synaptics	1.8.3-1+b1
xserver-xorg-input-vmmouse	1:13.1.0-1+b1
xserver-xorg-video-all	1:7.7+13
xserver-xorg-video-amdgpu	1.0.0-1+b1
xserver-xorg-video-ati	1:7.6.1-1+b1
xserver-xorg-video-fbdev	1:0.4.4-1+b4
xserver-xorg-video-intel	2:2.99.917+git20160127-1
xserver-xorg-video-nouveau	1:1.0.12-1+b1
xserver-xorg-video-radeon	1:7.6.1-1+b1
xserver-xorg-video-vesa	1:2.3.4-1+b1
xserver-xorg-video-vmware	1:13.1.0-2+b1
xz-utils	5.1.1alpha+20120614-2.1
zenity	3.18.1.1-1
zenity-common	3.18.1.1-1
zerofree	1.0.3-1
zip	3.0-11
zlib1g:i386	1:1.2.8.dfsg-2+b1
